country,indicator,date,year_week,value,source,url
Belgium,Daily ICU occupancy,2020-05-30,2020-W22,168,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-05-31,2020-W22,164,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-01,2020-W23,166,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-02,2020-W23,172,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-03,2020-W23,145,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-04,2020-W23,137,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-05,2020-W23,121,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-06,2020-W23,111,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-07,2020-W23,116,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-08,2020-W24,115,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-09,2020-W24,102,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-10,2020-W24,99,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-11,2020-W24,89,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-12,2020-W24,88,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-13,2020-W24,82,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-14,2020-W24,85,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-15,2020-W25,75,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-16,2020-W25,67,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-17,2020-W25,60,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-18,2020-W25,52,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-19,2020-W25,50,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-20,2020-W25,53,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-21,2020-W25,50,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-22,2020-W26,42,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-23,2020-W26,41,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-24,2020-W26,40,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-25,2020-W26,38,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-26,2020-W26,36,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-27,2020-W26,34,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-28,2020-W26,36,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-29,2020-W27,41,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-06-30,2020-W27,37,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-01,2020-W27,36,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-02,2020-W27,35,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-03,2020-W27,32,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-04,2020-W27,29,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-05,2020-W27,30,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-06,2020-W28,27,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-07,2020-W28,32,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-08,2020-W28,32,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-09,2020-W28,36,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-10,2020-W28,32,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-11,2020-W28,28,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-12,2020-W28,27,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-13,2020-W29,23,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-14,2020-W29,27,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-15,2020-W29,27,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-16,2020-W29,28,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-17,2020-W29,28,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-18,2020-W29,30,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-19,2020-W29,31,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-20,2020-W30,36,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-21,2020-W30,33,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-22,2020-W30,41,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-23,2020-W30,40,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-24,2020-W30,41,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-25,2020-W30,44,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-26,2020-W30,47,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-27,2020-W31,52,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-28,2020-W31,49,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-29,2020-W31,47,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-30,2020-W31,42,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-07-31,2020-W31,48,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-01,2020-W31,56,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-02,2020-W31,58,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-03,2020-W32,54,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-04,2020-W32,63,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-05,2020-W32,61,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-06,2020-W32,65,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-07,2020-W32,69,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-08,2020-W32,67,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-09,2020-W32,69,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-10,2020-W33,73,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-11,2020-W33,77,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-12,2020-W33,76,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-13,2020-W33,74,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-14,2020-W33,80,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-15,2020-W33,82,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-16,2020-W33,86,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-17,2020-W34,91,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-18,2020-W34,89,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-19,2020-W34,83,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-20,2020-W34,82,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-21,2020-W34,84,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-22,2020-W34,85,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-23,2020-W34,87,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-24,2020-W35,89,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-25,2020-W35,85,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-26,2020-W35,81,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-27,2020-W35,82,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-28,2020-W35,77,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-29,2020-W35,72,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-30,2020-W35,71,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-08-31,2020-W36,74,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-01,2020-W36,68,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-02,2020-W36,60,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-03,2020-W36,58,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-04,2020-W36,52,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-05,2020-W36,53,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-06,2020-W36,53,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-07,2020-W37,52,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-08,2020-W37,59,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-09,2020-W37,60,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-10,2020-W37,65,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-11,2020-W37,67,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-12,2020-W37,68,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-13,2020-W37,71,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-14,2020-W38,72,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-15,2020-W38,67,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-16,2020-W38,74,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-17,2020-W38,69,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-18,2020-W38,78,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-19,2020-W38,78,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-20,2020-W38,77,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-21,2020-W39,87,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-22,2020-W39,94,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-23,2020-W39,95,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-24,2020-W39,104,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-25,2020-W39,109,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-26,2020-W39,120,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-27,2020-W39,135,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-28,2020-W40,140,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-29,2020-W40,150,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-09-30,2020-W40,157,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-01,2020-W40,156,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-02,2020-W40,163,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-03,2020-W40,185,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-04,2020-W40,186,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-05,2020-W41,195,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-06,2020-W41,189,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-07,2020-W41,201,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-08,2020-W41,213,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-09,2020-W41,212,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-10,2020-W41,226,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-11,2020-W41,243,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-12,2020-W42,268,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-13,2020-W42,281,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-14,2020-W42,313,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-15,2020-W42,327,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-16,2020-W42,358,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-17,2020-W42,384,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-18,2020-W42,412,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-19,2020-W43,446,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-20,2020-W43,486,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-21,2020-W43,525,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-22,2020-W43,573,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-23,2020-W43,633,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-24,2020-W43,694,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Daily ICU occupancy,2020-10-25,2020-W43,756,Country_Website,https://epistat.wiv-isp.be/covid/
Belgium,Weekly new hospital admissions per 100k,,2020-W06,,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W07,,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W08,,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W09,,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W10,,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W11,13.3036312016941,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W12,13.3036312016941,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W13,30.4743940453505,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W14,30.9370531356982,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W15,24.5209317884244,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W16,16.7779390877009,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W17,12.2386423522147,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W18,7.7779103679196,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W19,5.44715608258343,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W20,3.74491980677611,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W21,3.00291937886009,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W22,2.13870711575792,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W23,1.57129502382214,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W24,1.2483066022587,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W25,1.06498884947945,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W26,0.855482846303166,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W27,0.68962392712194,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W28,0.567412091935774,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W29,0.820565179107119,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W30,1.08244768307748,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W31,1.466542022234,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W32,1.64985977501325,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W33,2.1299776989589,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W34,1.48400085583202,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W35,0.899129930298226,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W36,1.03880059908242,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W37,1.85936577818954,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W38,2.76722512528677,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W39,3.91077872595733,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W40,4.72261448826544,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W41,7.68188678313047,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W42,15.4510677342511,"TESSy COVID-19, national weekly data",
Belgium,Weekly new hospital admissions per 100k,,2020-W43,28.3793340135877,"TESSy COVID-19, national weekly data",
Bulgaria,Daily hospital occupancy,2020-04-06,2020-W15,210,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-07,2020-W15,213,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-08,2020-W15,233,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-09,2020-W15,233,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-10,2020-W15,231,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-11,2020-W15,231,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-12,2020-W15,230,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-13,2020-W16,230,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-14,2020-W16,209,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-15,2020-W16,218,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-16,2020-W16,227,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-17,2020-W16,244,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-18,2020-W16,246,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-19,2020-W16,259,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-20,2020-W17,268,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-21,2020-W17,268,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-22,2020-W17,281,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-23,2020-W17,270,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-24,2020-W17,282,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-25,2020-W17,292,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-26,2020-W17,292,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-27,2020-W18,301,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-28,2020-W18,301,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-29,2020-W18,287,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-04-30,2020-W18,317,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-01,2020-W18,317,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-02,2020-W18,321,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-03,2020-W18,321,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-04,2020-W19,321,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-05,2020-W19,316,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-06,2020-W19,316,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-07,2020-W19,353,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-08,2020-W19,355,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-09,2020-W19,380,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-10,2020-W19,389,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-11,2020-W20,385,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-12,2020-W20,368,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-13,2020-W20,365,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-14,2020-W20,365,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-15,2020-W20,321,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-16,2020-W20,322,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-17,2020-W20,323,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-18,2020-W21,329,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-19,2020-W21,299,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-20,2020-W21,285,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-21,2020-W21,287,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-22,2020-W21,258,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-23,2020-W21,258,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-24,2020-W21,234,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-25,2020-W22,235,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-26,2020-W22,229,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-27,2020-W22,229,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-28,2020-W22,198,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-29,2020-W22,191,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-30,2020-W22,165,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-05-31,2020-W22,161,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-06-01,2020-W23,153,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
Bulgaria,Daily hospital occupancy,2020-06-02,2020-W23,141,External_Github,https://github.com/COVID-19-Bulgaria/covid-database
