country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Denmark,DK,DNK,5806081,2020-09-05,16.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-09-05,7.0,0.0,Country_API
France,FR,FRA,67012883,2020-09-05,4667.0,476.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-05,139.0,9.0,JRC
Iceland,IS,ISL,356991,2020-09-05,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-09-05,48.0,7.0,Country_Website
Italy,IT,ITA,60359546,2020-09-05,1741.0,121.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-05,7.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-05,10.0,0.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-05,,41.0,Other Website
Poland,PL,POL,37972812,2020-09-05,2090.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-05,345.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-09-05,,476.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-05,95.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-05,22.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-05,783.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-04,156.0,28.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-04,215.0,52.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-04,764.0,61.0,External_Github
Croatia,HR,HRV,4076246,2020-09-04,283.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-04,197.0,50.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-04,18.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-09-04,7.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-09-04,14.0,1.0,External_Github
France,FR,FRA,67012883,2020-09-04,4653.0,467.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-04,120.0,8.0,JRC
Iceland,IS,ISL,356991,2020-09-04,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-09-04,44.0,7.0,Country_Website
Italy,IT,ITA,60359546,2020-09-04,1728.0,121.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-04,6.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-04,10.0,0.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-04,,45.0,Other Website
Norway,NO,NOR,5328212,2020-09-04,16.0,,Country_API
Poland,PL,POL,37972812,2020-09-04,2179.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-04,339.0,40.0,Country_Website
Romania,RO,ROU,19414458,2020-09-04,,485.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-04,92.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-04,24.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-04,788.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-03,161.0,29.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-03,209.0,58.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-03,758.0,63.0,External_Github
Croatia,HR,HRV,4076246,2020-09-03,269.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-03,190.0,44.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-03,17.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-09-03,9.0,0.0,Country_API
France,FR,FRA,67012883,2020-09-03,4625.0,458.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-03,100.0,7.0,JRC
Iceland,IS,ISL,356991,2020-09-03,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-09-03,40.0,7.0,Country_Website
Italy,IT,ITA,60359546,2020-09-03,1625.0,120.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-03,7.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-03,11.0,0.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-03,,41.0,Other Website
Norway,NO,NOR,5328212,2020-09-03,13.0,,Country_API
Poland,PL,POL,37972812,2020-09-03,2170.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-03,334.0,44.0,Country_Website
Romania,RO,ROU,19414458,2020-09-03,,503.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-03,105.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-03,26.0,4.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-03,781.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-02,157.0,30.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-02,221.0,60.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-02,737.0,62.0,External_Github
Croatia,HR,HRV,4076246,2020-09-02,258.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-02,177.0,40.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-02,15.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-09-02,10.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-09-02,9.0,2.0,External_Github
France,FR,FRA,67012883,2020-09-02,4614.0,440.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-02,98.0,7.0,JRC
Iceland,IS,ISL,356991,2020-09-02,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-09-02,40.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-09-02,1546.0,109.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-02,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-02,16.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-02,,39.0,Other Website
Norway,NO,NOR,5328212,2020-09-02,11.0,,Country_API
Poland,PL,POL,37972812,2020-09-02,2168.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-02,337.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-09-02,,519.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-02,99.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-02,26.0,4.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-02,768.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-01,149.0,30.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-01,226.0,68.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-01,727.0,65.0,External_Github
Croatia,HR,HRV,4076246,2020-09-01,258.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-01,172.0,40.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-01,20.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-09-01,8.0,0.0,Country_API
France,FR,FRA,67012883,2020-09-01,4586.0,418.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-01,96.0,7.0,JRC
Iceland,IS,ISL,356991,2020-09-01,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-09-01,36.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-09-01,1487.0,107.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-01,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-01,16.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-01,,41.0,Other Website
Norway,NO,NOR,5328212,2020-09-01,11.0,,Country_API
Poland,PL,POL,37972812,2020-09-01,2138.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-01,350.0,44.0,Country_Website
Romania,RO,ROU,19414458,2020-09-01,,522.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-01,77.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-01,25.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-01,828.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-31,154.0,31.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-31,243.0,74.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-31,726.0,63.0,External_Github
Croatia,HR,HRV,4076246,2020-08-31,251.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-31,172.0,35.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-31,23.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-08-31,9.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-08-31,10.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-31,4564.0,403.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-31,103.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-31,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-31,35.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-31,1382.0,94.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-31,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-31,28.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-31,,45.0,Other Website
Norway,NO,NOR,5328212,2020-08-31,12.0,,Country_API
Poland,PL,POL,37972812,2020-08-31,2249.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-31,349.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-31,,506.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-31,77.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-31,25.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-31,821.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-30,140.0,30.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-30,233.0,71.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-30,723.0,61.0,External_Github
Croatia,HR,HRV,4076246,2020-08-30,229.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-30,153.0,35.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-30,21.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-08-30,9.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-30,4517.0,396.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-30,90.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-30,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-30,33.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-30,1337.0,86.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-30,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-30,27.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-30,,46.0,Other Website
Poland,PL,POL,37972812,2020-08-30,2242.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-30,341.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-30,,492.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-30,76.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-30,24.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-30,798.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-29,144.0,30.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-29,230.0,72.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-29,712.0,59.0,External_Github
Croatia,HR,HRV,4076246,2020-08-29,211.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-29,156.0,37.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-29,21.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-08-29,9.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-29,4512.0,394.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-29,90.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-29,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-29,30.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-29,1247.0,79.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-29,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-29,23.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-29,,41.0,Other Website
Poland,PL,POL,37972812,2020-08-29,2237.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-29,324.0,40.0,Country_Website
Romania,RO,ROU,19414458,2020-08-29,,490.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-29,76.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-29,23.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-29,796.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-28,146.0,27.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-28,252.0,77.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-28,726.0,65.0,External_Github
Croatia,HR,HRV,4076246,2020-08-28,212.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-28,158.0,37.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-28,21.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-28,9.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-08-28,11.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-28,4517.0,381.0,Country_Website
Iceland,IS,ISL,356991,2020-08-28,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-28,32.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-28,1252.0,74.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-28,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-28,25.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-28,,41.0,Other Website
Norway,NO,NOR,5328212,2020-08-28,16.0,,Country_API
Poland,PL,POL,37972812,2020-08-28,2221.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-28,334.0,38.0,Country_Website
Romania,RO,ROU,19414458,2020-08-28,,497.0,Country_Website
Slovenia,SI,SVN,2080908,2020-08-28,22.0,1.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-28,769.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-27,145.0,24.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-27,257.0,82.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-27,741.0,60.0,External_Github
Croatia,HR,HRV,4076246,2020-08-27,194.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-27,147.0,34.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-27,19.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-27,12.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-27,4517.0,375.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-27,78.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-27,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-27,29.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-27,1198.0,67.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-27,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-27,30.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-27,,43.0,Other Website
Norway,NO,NOR,5328212,2020-08-27,17.0,,Country_API
Poland,PL,POL,37972812,2020-08-27,2185.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-27,317.0,35.0,Country_Website
Romania,RO,ROU,19414458,2020-08-27,,492.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-27,72.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-27,23.0,1.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-27,787.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-26,141.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-26,260.0,81.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-26,715.0,64.0,External_Github
Croatia,HR,HRV,4076246,2020-08-26,174.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-26,134.0,34.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-26,19.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-08-26,10.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-08-26,5.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-26,4535.0,373.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-26,64.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-26,0.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-26,26.0,4.0,Country_Website
Italy,IT,ITA,60359546,2020-08-26,1124.0,69.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-26,3.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-26,27.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-26,,43.0,Other Website
Norway,NO,NOR,5328212,2020-08-26,17.0,,Country_API
Poland,PL,POL,37972812,2020-08-26,2170.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-26,311.0,38.0,Country_Website
Romania,RO,ROU,19414458,2020-08-26,,502.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-26,70.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-26,20.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-26,776.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-25,137.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-25,282.0,85.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-25,714.0,65.0,External_Github
Croatia,HR,HRV,4076246,2020-08-25,167.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-25,131.0,32.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-25,21.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-08-25,10.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-25,4578.0,401.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-25,57.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-25,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-25,26.0,4.0,Country_Website
Italy,IT,ITA,60359546,2020-08-25,1124.0,66.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-25,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-25,33.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-25,,45.0,Other Website
Norway,NO,NOR,5328212,2020-08-25,18.0,,Country_API
Poland,PL,POL,37972812,2020-08-25,2167.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-25,325.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-25,,490.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-25,65.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-25,17.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-25,793.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-24,135.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-24,320.0,89.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-24,745.0,74.0,External_Github
Croatia,HR,HRV,4076246,2020-08-24,163.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-24,125.0,31.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-24,20.0,3.0,Country_Website
Estonia,EE,EST,1324820,2020-08-24,11.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-08-24,12.0,1.0,External_Github
France,FR,FRA,67012883,2020-08-24,4664.0,387.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-24,59.0,9.0,JRC
Iceland,IS,ISL,356991,2020-08-24,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-24,27.0,5.0,Country_Website
Italy,IT,ITA,60359546,2020-08-24,1110.0,65.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-24,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-24,32.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-24,,50.0,Other Website
Norway,NO,NOR,5328212,2020-08-24,17.0,,Country_API
Poland,PL,POL,37972812,2020-08-24,2207.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-24,321.0,44.0,Country_Website
Romania,RO,ROU,19414458,2020-08-24,,494.0,Country_Website
Slovenia,SI,SVN,2080908,2020-08-24,17.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-24,818.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-23,116.0,23.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-23,312.0,87.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-23,743.0,74.0,External_Github
Croatia,HR,HRV,4076246,2020-08-23,155.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-23,123.0,24.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-23,19.0,2.0,Country_Website
Estonia,EE,EST,1324820,2020-08-23,12.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-23,4683.0,371.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-23,59.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-23,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-23,21.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-23,1040.0,69.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-23,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-23,31.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-23,,50.0,Other Website
Poland,PL,POL,37972812,2020-08-23,2195.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-23,317.0,47.0,Country_Website
Romania,RO,ROU,19414458,2020-08-23,,480.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-23,61.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-23,17.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-23,812.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-22,116.0,22.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-22,310.0,85.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-22,734.0,73.0,External_Github
Croatia,HR,HRV,4076246,2020-08-22,143.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-22,119.0,26.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-22,22.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-22,9.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-22,4685.0,368.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-22,60.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-22,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-22,20.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-22,988.0,64.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-22,3.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-22,32.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-22,,47.0,Other Website
Poland,PL,POL,37972812,2020-08-22,2189.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-22,316.0,42.0,Country_Website
Romania,RO,ROU,19414458,2020-08-22,,504.0,Country_Website
Slovenia,SI,SVN,2080908,2020-08-22,18.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-22,885.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-21,112.0,22.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-21,314.0,84.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-21,766.0,63.0,External_Github
Croatia,HR,HRV,4076246,2020-08-21,135.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-21,119.0,23.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-21,22.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-21,11.0,0.0,Country_API
Finland,FI,FIN,5517919,2020-08-21,11.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-21,4720.0,367.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-21,58.0,6.0,JRC
Iceland,IS,ISL,356991,2020-08-21,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-21,18.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-21,988.0,69.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-21,3.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-21,27.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-21,,51.0,Other Website
Norway,NO,NOR,5328212,2020-08-21,13.0,,Country_API
Poland,PL,POL,37972812,2020-08-21,2151.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-21,321.0,41.0,Country_Website
Romania,RO,ROU,19414458,2020-08-21,,497.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-21,60.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-21,18.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-21,832.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-20,116.0,21.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-20,303.0,82.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-20,752.0,60.0,External_Github
Croatia,HR,HRV,4076246,2020-08-20,127.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-20,117.0,24.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-20,20.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-20,10.0,0.0,Country_API
France,FR,FRA,67012883,2020-08-20,4723.0,368.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-20,57.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-20,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-20,16.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-20,951.0,68.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-20,2.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-20,40.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-20,,47.0,Other Website
Norway,NO,NOR,5328212,2020-08-20,10.0,,Country_API
Poland,PL,POL,37972812,2020-08-20,2110.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-20,334.0,39.0,Country_Website
Romania,RO,ROU,19414458,2020-08-20,,489.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-20,59.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-20,17.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-20,866.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-19,121.0,20.0,Country_Website
Belgium,BE,BEL,11455519,2020-08-19,334.0,83.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-19,782.0,61.0,External_Github
Croatia,HR,HRV,4076246,2020-08-19,122.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-08-19,110.0,25.0,Country_Website
Denmark,DK,DNK,5806081,2020-08-19,16.0,1.0,Country_Website
Estonia,EE,EST,1324820,2020-08-19,10.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-08-19,8.0,0.0,External_Github
France,FR,FRA,67012883,2020-08-19,4781.0,362.0,Country_Website
Hungary,HU,HUN,9772756,2020-08-19,57.0,7.0,JRC
Iceland,IS,ISL,356991,2020-08-19,1.0,0.0,Country_Website
Ireland,IE,IRL,4904240,2020-08-19,17.0,6.0,Country_Website
Italy,IT,ITA,60359546,2020-08-19,932.0,66.0,Country_Github
Latvia,LV,LVA,1919968,2020-08-19,4.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-08-19,34.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-08-19,,46.0,Other Website
Norway,NO,NOR,5328212,2020-08-19,11.0,,Country_API
Poland,PL,POL,37972812,2020-08-19,2097.0,,Country_Website
Portugal,PT,PRT,10276617,2020-08-19,329.0,35.0,Country_Website
Romania,RO,ROU,19414458,2020-08-19,,480.0,Country_Website
Slovakia,SK,SVK,5450421,2020-08-19,64.0,,JRC
Slovenia,SI,SVN,2080908,2020-08-19,17.0,3.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-19,868.0,,Country_Website
Austria,AT,AUT,8858775,2020-08-18,116.0,19.0,Country_Website
