country,country_code_2_digit,country_code_3_digit,population,reported_year_week,reported_week_start_date,reported_week_end_date,new_hospital_occupancy_count,new_icu_occupancy_count,source
Belgium,BE,BEL,11455519,2020-W31,2020-07-26,2020-08-01,1.466542022234,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W31,2020-07-26,2020-08-01,1.86446058456727,,
Cyprus,CY,CYP,875899,2020-W31,2020-07-26,2020-08-01,0.913347315158483,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W31,2020-07-26,2020-08-01,1.63383349922064,0.281695430900111,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W31,2020-07-26,2020-08-01,0.430583038714066,,
Estonia,EE,EST,1324820,2020-W31,2020-07-26,2020-08-01,0.150963904530427,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W31,2020-07-26,2020-08-01,,0.0,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W31,2020-07-26,2020-08-01,,0.156686289709398,
Germany,DE,DEU,83019213,2020-W31,2020-07-26,2020-08-01,0.358953053433547,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W31,2020-07-26,2020-08-01,,0.102567937505169,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W31,2020-07-26,2020-08-01,0.122343115345089,0.0203905192241815,
Latvia,LV,LVA,1919968,2020-W31,2020-07-26,2020-08-01,0.104168402806713,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W31,2020-07-26,2020-08-01,0.254597760708541,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W31,2020-07-26,2020-08-01,,0.086794691150639,
Portugal,PT,PRT,10276617,2020-W31,2020-07-26,2020-08-01,0.768735470048169,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W31,2020-07-26,2020-08-01,38.3580113336154,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W31,2020-07-26,2020-08-01,0.384447558469668,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W31,2020-07-26,2020-08-01,2.36273852686981,0.204529214228586,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W31,2020-07-26,2020-08-01,,0.117299931526165,
United Kingdom,UK,GBR,66647112,2020-W31,2020-07-26,2020-08-01,1.25886925152886,,
Belgium,BE,BEL,11455519,2020-W30,2020-07-19,2020-07-25,1.08244768307748,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W30,2020-07-19,2020-07-25,2.01165484124363,,
Cyprus,CY,CYP,875899,2020-W30,2020-07-19,2020-07-25,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W30,2020-07-19,2020-07-25,1.28640913444384,0.26291573550677,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W30,2020-07-19,2020-07-25,0.32724310942269,,
Estonia,EE,EST,1324820,2020-W30,2020-07-19,2020-07-25,,0.0,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W30,2020-07-19,2020-07-25,0.0754819522652134,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W30,2020-07-19,2020-07-25,,0.126841282145703,
Germany,DE,DEU,83019213,2020-W30,2020-07-19,2020-07-25,0.332453163582748,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W30,2020-07-19,2020-07-25,,0.0652705056851077,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W30,2020-07-19,2020-07-25,0.224295711465997,0.0611715576725446,
Latvia,LV,LVA,1919968,2020-W30,2020-07-19,2020-07-25,0.0520842014033567,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W30,2020-07-19,2020-07-25,,0.0405041892036315,
Netherlands,NL,NLD,17282163,2020-W30,2020-07-19,2020-07-25,0.150444131327774,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W30,2020-07-19,2020-07-25,0.778466298782956,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W30,2020-07-19,2020-07-25,38.6670593636969,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W30,2020-07-19,2020-07-25,0.480559448087085,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W30,2020-07-19,2020-07-25,1.55101320790011,0.11504768300358,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W30,2020-07-19,2020-07-25,,0.117299931526165,
United Kingdom,UK,GBR,66647112,2020-W30,2020-07-19,2020-07-25,1.48993702832915,,
Belgium,BE,BEL,11455519,2020-W29,2020-07-12,2020-07-18,0.820565179107119,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W29,2020-07-12,2020-07-18,2.45323761127273,,
Cyprus,CY,CYP,875899,2020-W29,2020-07-12,2020-07-18,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W29,2020-07-12,2020-07-18,1.04227309433041,0.244136040113429,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W29,2020-07-12,2020-07-18,0.241126501679877,,
Estonia,EE,EST,1324820,2020-W29,2020-07-12,2020-07-18,,0.0754819522652134,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W29,2020-07-12,2020-07-18,,0.123856781389334,
Germany,DE,DEU,83019213,2020-W29,2020-07-12,2020-07-18,0.296316950149841,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W29,2020-07-12,2020-07-18,,0.0186487159100308,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W29,2020-07-12,2020-07-18,0.183514673017634,0.040781038448363,
Latvia,LV,LVA,1919968,2020-W29,2020-07-12,2020-07-18,0.0520842014033567,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W29,2020-07-12,2020-07-18,0.086794691150639,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W29,2020-07-12,2020-07-18,,0.0173589382301278,
Portugal,PT,PRT,10276617,2020-W29,2020-07-12,2020-07-18,0.973082873478694,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W29,2020-07-12,2020-07-18,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W29,2020-07-12,2020-07-18,0.288335668852251,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W29,2020-07-12,2020-07-18,0.960861204344712,0.0660458920946476,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W29,2020-07-12,2020-07-18,,0.136849920113859,
United Kingdom,UK,GBR,66647112,2020-W29,2020-07-12,2020-07-18,1.61447355738385,,
Belgium,BE,BEL,11455519,2020-W28,2020-07-05,2020-07-11,0.567412091935774,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W28,2020-07-05,2020-07-11,2.33057573070909,,
Czechia,CZ,CZE,10649800,2020-W28,2020-07-05,2020-07-11,1.04227309433041,0.206576649326748,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W28,2020-07-05,2020-07-11,0.275573144777002,,
Estonia,EE,EST,1324820,2020-W28,2020-07-05,2020-07-11,,0.150963904530427,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W28,2020-07-05,2020-07-11,0.0754819522652134,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W28,2020-07-05,2020-07-11,,0.11639552949841,
Germany,DE,DEU,83019213,2020-W28,2020-07-05,2020-07-11,0.261385277164697,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W28,2020-07-05,2020-07-11,,0.0372974318200615,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W28,2020-07-05,2020-07-11,0.0815620768967261,0.0203905192241815,
Latvia,LV,LVA,1919968,2020-W28,2020-07-05,2020-07-11,0.0520842014033567,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W28,2020-07-05,2020-07-11,0.0520768146903834,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W28,2020-07-05,2020-07-11,,0.0405041892036315,
Portugal,PT,PRT,10276617,2020-W28,2020-07-05,2020-07-11,1.12877613323529,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W28,2020-07-05,2020-07-11,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W28,2020-07-05,2020-07-11,0.384447558469668,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W28,2020-07-05,2020-07-11,0.556063801183969,0.0426102529642888,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W28,2020-07-05,2020-07-11,,0.136849920113859,
United Kingdom,UK,GBR,66647112,2020-W28,2020-07-05,2020-07-11,1.95357302203882,,
Belgium,BE,BEL,11455519,2020-W27,2020-06-28,2020-07-04,0.68962392712194,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W27,2020-06-28,2020-07-04,1.64366919955273,,
Czechia,CZ,CZE,10649800,2020-W27,2020-06-28,2020-07-04,1.0141035512404,0.244136040113429,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W27,2020-06-28,2020-07-04,0.189456537034189,,
Estonia,EE,EST,1324820,2020-W27,2020-06-28,2020-07-04,0.0754819522652134,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W27,2020-06-28,2020-07-04,,0.0754819522652134,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W27,2020-06-28,2020-07-04,,0.108934277607486,
Germany,DE,DEU,83019213,2020-W27,2020-06-28,2020-07-04,0.244521710896007,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W27,2020-06-28,2020-07-04,,0.0279730738650461,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W27,2020-06-28,2020-07-04,0.163124153793452,0.122343115345089,
Latvia,LV,LVA,1919968,2020-W27,2020-06-28,2020-07-04,0.0520842014033567,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W27,2020-06-28,2020-07-04,,0.0289315637168797,
Netherlands,NL,NLD,17282163,2020-W27,2020-06-28,2020-07-04,0.0289315637168797,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W27,2020-06-28,2020-07-04,1.05092950335699,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W27,2020-06-28,2020-07-04,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W27,2020-06-28,2020-07-04,0.528615392895794,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W27,2020-06-28,2020-07-04,0.43675509288396,0.0255661517785733,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W27,2020-06-28,2020-07-04,,0.332349805990801,
United Kingdom,UK,GBR,66647112,2020-W27,2020-06-28,2020-07-04,2.40970681520304,,
Belgium,BE,BEL,11455519,2020-W26,2020-06-21,2020-06-27,0.855482846303166,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W26,2020-06-21,2020-06-27,1.39834543842545,,
Cyprus,CY,CYP,875899,2020-W26,2020-06-21,2020-06-27,0.228336828789621,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W26,2020-06-21,2020-06-27,0.995323855847058,0.215966497023418,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W26,2020-06-21,2020-06-27,0.516699646456879,,
Estonia,EE,EST,1324820,2020-W26,2020-06-21,2020-06-27,0.150963904530427,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W26,2020-06-21,2020-06-27,,0.0754819522652134,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W26,2020-06-21,2020-06-27,,0.122364531011149,
Germany,DE,DEU,83019213,2020-W26,2020-06-21,2020-06-27,0.254158034478115,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W26,2020-06-21,2020-06-27,,0.0279730738650461,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W26,2020-06-21,2020-06-27,0.163124153793452,0.0815620768967261,
Latvia,LV,LVA,1919968,2020-W26,2020-06-21,2020-06-27,0.104168402806713,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W26,2020-06-21,2020-06-27,0.081008378407263,,"TESSy COVID-19, national daily data"
Netherlands,NL,NLD,17282163,2020-W26,2020-06-21,2020-06-27,,0.0347178764602556,
Portugal,PT,PRT,10276617,2020-W26,2020-06-21,2020-06-27,1.25527690678752,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W26,2020-06-21,2020-06-27,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W26,2020-06-21,2020-06-27,0.0480559448087085,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W26,2020-06-21,2020-06-27,0.394144839919671,0.0468712782607177,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W26,2020-06-21,2020-06-27,,0.547399680455437,
United Kingdom,UK,GBR,66647112,2020-W26,2020-06-21,2020-06-27,3.41050036796793,,
Belgium,BE,BEL,11455519,2020-W25,2020-06-14,2020-06-20,1.06498884947945,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W25,2020-06-14,2020-06-20,0.147194256676364,,
Cyprus,CY,CYP,875899,2020-W25,2020-06-14,2020-06-20,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W25,2020-06-14,2020-06-20,1.07044263742042,0.159627410843396,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W25,2020-06-14,2020-06-20,0.482253003359753,,
Estonia,EE,EST,1324820,2020-W25,2020-06-14,2020-06-20,0.377409761326067,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W25,2020-06-14,2020-06-20,,0.114903279120225,
Germany,DE,DEU,83019213,2020-W25,2020-06-14,2020-06-20,0.289089707463259,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W25,2020-06-14,2020-06-20,,0.0186487159100308,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W25,2020-06-14,2020-06-20,0.387419865259449,0.285467269138541,
Latvia,LV,LVA,1919968,2020-W25,2020-06-14,2020-06-20,0.208336805613427,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W25,2020-06-14,2020-06-20,,0.0347178764602556,
Netherlands,NL,NLD,17282163,2020-W25,2020-06-14,2020-06-20,0.086794691150639,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W25,2020-06-14,2020-06-20,1.32339270793102,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W25,2020-06-14,2020-06-20,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W25,2020-06-14,2020-06-20,0.0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W25,2020-06-14,2020-06-20,0.466582269958962,0.0362187150196455,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W25,2020-06-14,2020-06-20,,0.723349577744684,
United Kingdom,UK,GBR,66647112,2020-W25,2020-06-14,2020-06-20,3.91314780451402,,
Belgium,BE,BEL,11455519,2020-W24,2020-06-07,2020-06-13,1.2483066022587,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W24,2020-06-07,2020-06-13,0.0735971283381818,,
Cyprus,CY,CYP,875899,2020-W24,2020-06-07,2020-06-13,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W24,2020-06-07,2020-06-13,0.854476140397003,0.169017258540067,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W24,2020-06-07,2020-06-13,0.32724310942269,,
Estonia,EE,EST,1324820,2020-W24,2020-06-07,2020-06-13,0.603855618121707,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W24,2020-06-07,2020-06-13,,0.0,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W24,2020-06-07,2020-06-13,,0.186531297273093,
Germany,DE,DEU,83019213,2020-W24,2020-06-07,2020-06-13,0.328839542239457,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W24,2020-06-07,2020-06-13,,0.0745948636401231,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W24,2020-06-07,2020-06-13,0.611715576725446,0.142733634569271,
Latvia,LV,LVA,1919968,2020-W24,2020-06-07,2020-06-13,0.15625260421007,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W24,2020-06-07,2020-06-13,,0.0578631274337593,
Netherlands,NL,NLD,17282163,2020-W24,2020-06-07,2020-06-13,0.138871505841022,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W24,2020-06-07,2020-06-13,1.09958364703093,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W24,2020-06-07,2020-06-13,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W24,2020-06-07,2020-06-13,0.096111889617417,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W24,2020-06-07,2020-06-13,0.485756883792892,0.0319576897232166,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W24,2020-06-07,2020-06-13,,0.889524480740084,
United Kingdom,UK,GBR,66647112,2020-W24,2020-06-07,2020-06-13,4.50882252782386,,
Belgium,BE,BEL,11455519,2020-W23,2020-05-31,2020-06-06,1.57129502382214,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W23,2020-05-31,2020-06-06,0.0,,
Cyprus,CY,CYP,875899,2020-W23,2020-05-31,2020-06-06,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W23,2020-05-31,2020-06-06,0.938984769667036,0.187796953933407,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W23,2020-05-31,2020-06-06,0.585592932651129,,
Estonia,EE,EST,1324820,2020-W23,2020-05-31,2020-06-06,0.301927809060854,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W23,2020-05-31,2020-06-06,,0.0,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W23,2020-05-31,2020-06-06,,0.192500298785832,
Germany,DE,DEU,83019213,2020-W23,2020-05-31,2020-06-06,0.269817060299042,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W23,2020-05-31,2020-06-06,,0.0279730738650461,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W23,2020-05-31,2020-06-06,0.550544019052901,0.0611715576725446,
Latvia,LV,LVA,1919968,2020-W23,2020-05-31,2020-06-06,0.15625260421007,0.104168402806713,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W23,2020-05-31,2020-06-06,,0.127298880354271,
Netherlands,NL,NLD,17282163,2020-W23,2020-05-31,2020-06-06,0.190948320531406,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W23,2020-05-31,2020-06-06,1.10931447576571,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W23,2020-05-31,2020-06-06,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W23,2020-05-31,2020-06-06,0.0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W23,2020-05-31,2020-06-06,0.668980971539334,0.0426102529642888,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W23,2020-05-31,2020-06-06,,1.20232429814319,
United Kingdom,UK,GBR,66647112,2020-W23,2020-05-31,2020-06-06,5.63265216953437,,
Belgium,BE,BEL,11455519,2020-W22,2020-05-24,2020-05-30,2.13870711575792,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W22,2020-05-24,2020-05-30,0.0245323761127273,,
Cyprus,CY,CYP,875899,2020-W22,2020-05-24,2020-05-30,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W22,2020-05-24,2020-05-30,1.18312080978047,0.2535258878101,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W22,2020-05-24,2020-05-30,0.843942755879568,,
Estonia,EE,EST,1324820,2020-W22,2020-05-24,2020-05-30,,0.0754819522652134,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W22,2020-05-24,2020-05-30,0.603855618121707,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W22,2020-05-24,2020-05-30,,0.337248585469752,
Germany,DE,DEU,83019213,2020-W22,2020-05-24,2020-05-30,0.35654397253802,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W22,2020-05-24,2020-05-30,,0.0186487159100308,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W22,2020-05-24,2020-05-30,1.08069751888162,0.305857788362723,
Latvia,LV,LVA,1919968,2020-W22,2020-05-24,2020-05-30,0.208336805613427,0.0520842014033567,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W22,2020-05-24,2020-05-30,,0.0983673166373908,
Netherlands,NL,NLD,17282163,2020-W22,2020-05-24,2020-05-30,0.324033513629052,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W22,2020-05-24,2020-05-30,1.46935513895283,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W22,2020-05-24,2020-05-30,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W22,2020-05-24,2020-05-30,0.0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W22,2020-05-24,2020-05-30,0.841552496044703,0.053262816205361,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W22,2020-05-24,2020-05-30,,1.19254930384934,
United Kingdom,UK,GBR,66647112,2020-W22,2020-05-24,2020-05-30,6.63494616240836,,
Belgium,BE,BEL,11455519,2020-W21,2020-05-17,2020-05-23,3.00291937886009,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W21,2020-05-17,2020-05-23,0.367985641690909,,
Cyprus,CY,CYP,875899,2020-W21,2020-05-17,2020-05-23,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W21,2020-05-17,2020-05-23,1.40847715450055,0.384983755563485,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W21,2020-05-17,2020-05-23,0.998952649816632,,
Estonia,EE,EST,1324820,2020-W21,2020-05-17,2020-05-23,,0.0754819522652134,"TESSy COVID-19, national weekly data"
Estonia,EE,EST,1324820,2020-W21,2020-05-17,2020-05-23,1.81156685436512,,"TESSy COVID-19, national daily data"
France,FR,FRA,67012883,2020-W21,2020-05-17,2020-05-23,,0.399923101353512,
Germany,DE,DEU,83019213,2020-W21,2020-05-17,2020-05-23,0.434839101642652,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W21,2020-05-17,2020-05-23,,0.0372974318200615,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W21,2020-05-17,2020-05-23,1.50889842258943,0.203905192241815,
Latvia,LV,LVA,1919968,2020-W21,2020-05-17,2020-05-23,0.416673611226854,0.0,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W21,2020-05-17,2020-05-23,,0.133085193097646,
Netherlands,NL,NLD,17282163,2020-W21,2020-05-17,2020-05-23,0.34139245185918,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W21,2020-05-17,2020-05-23,1.39150850907453,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W21,2020-05-17,2020-05-23,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W21,2020-05-17,2020-05-23,0.0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W21,2020-05-17,2020-05-23,0.994949406716143,0.0660458920946476,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W21,2020-05-17,2020-05-23,,1.08502436661703,
United Kingdom,UK,GBR,66647112,2020-W21,2020-05-17,2020-05-23,8.084371307792,,
Belgium,BE,BEL,11455519,2020-W20,2020-05-10,2020-05-16,3.74491980677611,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W20,2020-05-10,2020-05-16,0.367985641690909,,
Cyprus,CY,CYP,875899,2020-W20,2020-05-10,2020-05-16,0.11416841439481,,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W20,2020-05-10,2020-05-16,1.83102030085072,0.51644162331687,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W20,2020-05-10,2020-05-16,1.05062261446232,,
Estonia,EE,EST,1324820,2020-W20,2020-05-10,2020-05-16,0.754819522652134,,"TESSy COVID-19, national daily data"
Estonia,EE,EST,1324820,2020-W20,2020-05-10,2020-05-16,,0.377409761326067,"TESSy COVID-19, national weekly data"
France,FR,FRA,67012883,2020-W20,2020-05-10,2020-05-16,,0.640175412241255,
Germany,DE,DEU,83019213,2020-W20,2020-05-10,2020-05-16,0.562520389105592,,"TESSy COVID-19, national daily data"
Greece,EL,GRC,10724599,2020-W20,2020-05-10,2020-05-16,,0.0466217897750769,"TESSy COVID-19, national weekly data"
Ireland,IE,IRL,4904240,2020-W20,2020-05-10,2020-05-16,1.44772686491689,0.387419865259449,
Latvia,LV,LVA,1919968,2020-W20,2020-05-10,2020-05-16,0.520842014033567,0.0520842014033567,"TESSy COVID-19, national weekly data"
Netherlands,NL,NLD,17282163,2020-W20,2020-05-10,2020-05-16,,0.196734633274782,
Netherlands,NL,NLD,17282163,2020-W20,2020-05-10,2020-05-16,0.52655445964721,,"TESSy COVID-19, national daily data"
Portugal,PT,PRT,10276617,2020-W20,2020-05-10,2020-05-16,1.44989348148326,,"TESSy COVID-19, national daily data"
Romania,RO,ROU,19414458,2020-W20,2020-05-10,2020-05-16,,,"TESSy COVID-19, national weekly data"
Slovenia,SI,SVN,2080908,2020-W20,2020-05-10,2020-05-16,0.0,,"TESSy COVID-19, national weekly data"
Spain,ES,ESP,46937060,2020-W20,2020-05-10,2020-05-16,1.28896015216973,0.0639153794464332,"TESSy COVID-19, national weekly data"
Sweden,SE,SWE,10230185,2020-W20,2020-05-10,2020-05-16,,1.21209929243704,
United Kingdom,UK,GBR,66647112,2020-W20,2020-05-10,2020-05-16,9.56080437513932,,
Belgium,BE,BEL,11455519,2020-W19,2020-05-03,2020-05-09,5.44715608258343,,"TESSy COVID-19, national weekly data"
Croatia,HR,HRV,4076246,2020-W19,2020-05-03,2020-05-09,0.98129504450909,,
Cyprus,CY,CYP,875899,2020-W19,2020-05-03,2020-05-09,0.456673657579241,0.11416841439481,"TESSy COVID-19, national daily data"
Czechia,CZ,CZE,10649800,2020-W19,2020-05-03,2020-05-09,2.70427613664106,0.657289338766925,"TESSy COVID-19, national weekly data"
Denmark,DK,DNK,5806081,2020-W19,2020-05-03,2020-05-09,1.39508904543357,,
